SZE,LZE,GLN,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV,ZSV
0.925480769267084,2545943.40384615,0.980954142011834,0.824519230769231,0.00634765625,0.0105825570913462,1014.16346153846,0.000903789850016818,947.692307692344,2545942.15506686,2547222.15384615,0.00162128806405484,0.0470152183347749
