SZE,LZE,GLN,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV,ZSV
0.57881079959002,12.0769230769231,0.121301775147929,0.337278106508876,0.40625,0.0631482765902578,103.576923076923,0.0184142658994695,82.6548235314469,0.712702229581711,558.653846153846,0.0162521198889617,0.00150603330236194
