Energy,Contrast,Entropy,Homogeneity,Correlation,SumAverage,Variance,Dissimilarity,AutoCorrelation
0.0126227516495799,100.330487450448,6.5600064444278,0.233556181074043,0.245799038455746,0.0168797159018897,0.0633425348659067,8.0467805355442,313.462828424484
