SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV
0.825363497029271,2.03630637143721,0.243401381752939,0.635255779544117,0.774222695807721,0.0229275801588862,504.170244169428,0.0225460597963407,413.4492012355,0.0251575843316339,1050.74216182609,0.514571965239089,0.00131174509784505
