SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV
0.840023232959899,2.12024079733688,0.0918244359399786,0.660463590504552,0.779029130879204,0.0903032746827828,448.139369600819,0.070958722674225,348.60891045527,0.172450478592864,1261.40764311909,0.188533719435501,0.000411231711359825
