SZE,LZE,GLN,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV,ZSV
0.788194444444444,2.47826086956522,0.0926275992438563,0.57750472589792,0.71875,0.0358167456978061,360.086956521739,0.0329327308218905,289.213768115942,0.0505163689401342,876.478260869565,0.163592563910385,0.000657195179584121
