Energy,Contrast,Entropy,Homogeneity,Correlation,SumAverage,Variance,Dissimilarity,AutoCorrelation
0.0417533668040701,63.8294002814001,4.8843862988864,0.405174158672964,0.542369572318043,0.0196503283190002,0.0673821238264891,5.73388598099246,441.976911040415
