SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV
0.863140946450461,2.07644611723952,0.142752737184673,0.702140536577211,0.795994543967124,0.0769357659501476,74.8981289466534,0.068933073500763,68.6938090904305,0.144283378448787,117.327218226974,0.0223269043920557,0.000471324312741335
