Energy,Contrast,Entropy,Homogeneity,Correlation,SumAverage,Variance,Dissimilarity,AutoCorrelation
0.0435849444388453,11.1998388807862,5.14310736307244,0.498252026070114,0.555059188209189,0.00633385448948612,0.0118231112836372,2.03431054410392,48.5734172198577
