SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV
0.323405792774194,3709.76701372615,0.613131780579121,0.106610539131795,0.0254613240689641,0.738091867040547,269.193928150478,0.066232309408334,263.669052759415,3709.48616699482,3997.35406661198,0.0163730542986428,0.0288782258420515
