SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV
0.902242262461252,1.50407657093454,0.103323012278926,0.77520354566216,0.868757891615443,0.0296035182555148,390.710013202826,0.0286491884644868,345.551597998293,0.0336754039672869,626.62947085892,0.268110384276904,0.000744167474836922
