SZE,LZE,GLN,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV,ZSV
0.433427941546989,20.1,0.15,0.235,0.3125,0.062996166087963,472.75,0.0524210771124052,202.340930839002,0.256997395833333,9406.1,0.0753526461854271,0.00227040816326532
