Energy,Contrast,Entropy,Homogeneity,Correlation,SumAverage,Variance,Dissimilarity,AutoCorrelation
0.973398644835127,12.7544628374742,0.117331302897186,0.987142678591256,0.0168588316631767,0.00118238979380325,0.00633726447602946,0.411434285079814,1.57808449346238
