SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV
0.940243333781921,1.27024799677017,0.0683739424690591,0.854533407287136,0.921319782719801,0.0617926129799961,263.822846816958,0.0518450302696575,253.535516668389,0.117349716429767,306.548844672075,0.101965883795446,0.00050298328957292
