SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV
0.60060358886513,71.4997089439962,0.355764611148488,0.333702697107319,0.247512671934974,0.485855940740411,310.442081664073,0.192509907995809,260.034601502227,68.328734885164,1080.30049090106,0.0173170590358455,0.000100730245362339
