SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV
0.942109886435249,1.24709396087699,0.0984528920269966,0.858126852873762,0.925896239263761,0.0303553772899449,354.058341174674,0.0297350189407252,330.958208742255,0.0329446822605597,448.69569585734,0.249205852904785,0.000771159559655207
