Energy,Contrast,Entropy,Homogeneity,Correlation,SumAverage,Variance,Dissimilarity,AutoCorrelation
0.0724090521537887,45.4865867873571,4.42573940378938,0.428518236139336,0.301005401757587,0.021494060159915,0.0317888938100811,4.86876205268737,494.24500679184
