Energy,Contrast,Entropy,Homogeneity,Correlation,SumAverage,Variance,Dissimilarity,AutoCorrelation
0.00913426241224139,51.9846836482234,7.20670187051504,0.289795506683343,0.574552354284872,0.0137476134512854,0.0583441073771033,5.44947221803817,231.929611965439
