SZE,LZE,GLN,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV,ZSV
0.642857142857143,4.85714285714286,0.0971428571428572,0.395918367346939,0.546875,0.0398368142984279,354.028571428571,0.0335561429230094,192.948611111111,0.0713076582297777,2100.82857142857,0.0889397099985826,0.000836167800453513
