Energy,Contrast,Entropy,Homogeneity,Correlation,SumAverage,Variance,Dissimilarity,AutoCorrelation
0.0318484933644738,45.435553704687,5.6930289098294,0.506957523335601,0.866554760445648,0.017686653703832,0.164458483207254,3.53041732418819,473.700862720926
