SZE,LZE,GLN,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV,ZSV
0.671712340239126,21.8181818181818,0.148760330578512,0.429752066115702,0.34375,0.0489252050760601,478.636363636364,0.0481907030021909,311.212902301072,0.0946610018923175,11187.7272727273,0.0908720312763532,0.00226376707707877
