SZE,LZE,GLN,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV,ZSV
0.841755319148936,2.72340425531915,0.0674513354459031,0.667722951561793,0.734375,0.0311676218833718,278.702127659574,0.00983528954127753,238.128989361702,0.363329886553529,550.170212765957,0.0589405276826807,0.000425972033599918
