SZE,LZE,GLN,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV,ZSV
0.547536231884058,16,0.0812854442344045,0.300567107750473,0.359375,0.0806911345002886,276.434782608696,0.0225851834981286,106.240809178744,0.966376640431311,11877.3913043478,0.031348251089582,0.00178862108800671
