SZE,LZE,GLN,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV,ZSV
0.810714462841493,227378.074074074,0.395010923131637,0.62987424756464,0.04449462890625,0.0972332462344187,538.279835390947,0.0902692464887252,387.095141713871,225776.504338008,749493.263374485,0.000295639544324406,0.000760467411715203
