Energy,Contrast,Entropy,Homogeneity,Correlation,SumAverage,Variance,Dissimilarity,AutoCorrelation
0.47460892381926,138.443569302691,1.791527093002,0.777477511165343,0.16055457592525,0.00489288223376862,0.0805303348152305,5.1182558164244,38.3444985983631
