SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV
0.821015465484414,2.18802569005249,0.152746325163226,0.62928258709992,0.763174152351682,0.0349772696764454,473.41470917232,0.032463532217849,383.567061978904,0.0491165131518372,1055.61157674316,0.223925043592814,0.000556361221534122
